OriginalOrder,BuildingID,Use,BuildingName,Occupancy,LandscapeArea,ConditionedArea,RooftopArea,EnergyBase,OldEnergyBase,JobsBase,OpCostEnergyBase,OpCostWaterBase,ExpenditureFoodBase,OpCostBase,FoodPercentageBase,WaterBase,CO2EnergyBase,CO2WaterBase,CO2FoodBase,CO2EmissionsBase,EnergyHighPerformance,JobsHighPerformance,OpCostEnergyHP,OpCostWaterHP,OpCostFoodHP,OpCostHP,InvestmentCostHP,WaterHighPerformance,CO2EnergyHP,CO2WaterHP,CO2FoodHP,CO2EmissionsHighPerformance,EnergyWaterEfficient,JobsWaterEfficient,OpCostEnergyWaterEfficient,OpCostWaterWaterEfficient,OpCostFoodWaterEfficient,OpCostWaterEfficient,InvestmentCostWaterEfficient,WaterWaterEfficient,CO2EnergyWaterEfficient,CO2WaterWaterEfficient,CO2FoodWaterEfficient,CO2EmissionsWaterEfficient,EnergyGreenery,JobsGreenery,OpCostEnergyGreenery,OpCostWaterGreenery,OpCostFoodGreenery,OpCostGreenery,InvestmentCostGreenery,WaterGreenery,CO2EnergyGreenery,CO2WaterGreenery,CO2FoodGreenery,CO2EmissionsGreenery,EnergyPVPanels,JobsPVPanels,OpCostEnergyPVPanels,OpCostWaterPVPanels,OpCostFoodPVPanels,OpCostPVPanels,InvestmentCostPVPanels,CO2EnergyPV,CO2WaterPV,CO2FoodPV,CO2EmissionsPVPanels,EnergyGreenhouse,JobsGreenhouse,OpCostEnergyGreenhouse,OpCostWaterGreenhouse,OpCostFoodGreenhouse,OpCostGreenhouse,InvestmentCostGreenhouse,FoodPercentageGreenhouse100,WaterGreenhouse100,CO2EnergyGreenhouse,CO2WaterGreenhouse,CO2FoodGreenhouse,CO2EmissionsGreenhouse
432,05a053cb-e017-4b34-b155-83ed8f9a26aa,Residential,R350_1_1,18,202.7523675,374.8103,374.8103,62344.79787,61884.55,0,11222.06362,6285.69,5332.64,22840.38454,0,915946.9473,47195.01199,8390.79,6746.65,62332.45033,-28056.98,0.03872003616,-5050.2564,0,0,-5050.2564,69944.2251,0,-21239.13386,0,0,-21239.13386,-4816.147813,0,-866.9066064,-854.0262111,0,-1720.932817,548.1600638,-124448.2639,-3645.823895,0,0,-3645.823895,-128.8694048,0,-20.78019152,-1123.242308,0,-1144.022499,8921.10417,-163678.2962,-15.73060498,0,0,-15.73060498,-72525.79305,0.03748103,-13054.64275,0,0,-13054.64275,7379077.781,-54902.02534,0,0,-54902.02534,52286.03685,0.1264984763,8431.123442,3352.309871,0,100937.2402,270706.7392,0.07464869077,537196.8625,39580.5299,0,-35475.7949,4104.735
433,05b4f503-6a47-4420-9614-b55802bcb1f9,Residential,R1939_1_1,2,30.26876531,49.82532,49.82532,9687.246097,9618.536,0,1743.704298,906.24,592.52,3242.45987,0,132056.914,7333.245296,1115.43,749.63,9198.300524,-4607.484,0.01411741053,-829.34712,0,0,-829.34712,13466.80151,0,-3487.865388,0,0,-3487.865388,-640.2334887,0,-115.242028,-113.5297756,0,-228.7718036,72.8695305,-16543.501,-484.6567509,0,0,-484.6567509,-19.23882723,0,-3.102260891,-167.6880927,0,-170.7903536,1331.825674,-24435.42334,-2.348411494,0,0,-2.348411494,-9641.19942,0.004982532,-1735.415896,0,0,-1735.415896,980935.9875,-7298.387961,0,0,-7298.387961,6950.63214,0.0168160455,1120.789433,445.6385325,0,13418.06854,35986.33737,0.00992340633,71412.13989,5261.62853,0,-4715.966538,545.661992
434,05d377d6-2d66-4beb-93a6-811941adfba2,Residential,R341_1_1,191,98.85342,3829.90944,638.31824,575790.0973,575565.7,0,103642.2175,22190.56,56585.18,182417.9563,0,3233596.547,435873.1036,85739.24,71589.47,593201.8217,-221168.3,0.3031795286,-39810.294,0,0,-39810.294,390405.9182,0,-167424.4031,0,0,-167424.4031,-49212.65497,0,-8858.277895,-8726.662655,0,-17584.94055,5601.242556,-1271644.831,-37253.97982,0,0,-37253.97982,-62.83123375,0,-10.13153644,-547.6451149,0,-557.7766513,4349.55048,-79802.56683,-7.669573087,0,0,-7.669573087,-123514.5794,0.063831824,-22232.6243,0,0,-22232.6243,12566890.35,-93500.53664,0,0,-93500.53664,89045.39448,0.215432406,14358.56986,5709.129489,0,171900.5095,461025.3488,0.12712996657,914869.6175,67407.36362,0,-60416.82142,6990.542205
435,05daffdb-17e6-41da-8c80-2e1e5fb8619b,Residential,R1398_1_1,10,228.4297425,202.80139,202.80139,33969.41552,33450.88,0,6114.494793,5930.79,2962.58,15007.85551,0,864231.0706,25714.84755,4540.07,3748.14,34003.05257,-14132.35,0.0284816706,-2543.823,0,0,-2543.823,41345.24691,0,-10698.18895,0,0,-10698.18895,-2605.908832,0,-469.0635897,-462.0942986,0,-931.1578883,296.5970329,-67336.14552,-1972.672986,0,0,-1972.672986,-145.1899443,0,-23.41187852,-1265.49423,0,-1288.906108,10050.90867,-184407.1737,-17.72279204,0,0,-17.72279204,-39242.06897,0.020280139,-7063.572414,0,0,-7063.572414,3992652.366,-29706.24621,0,0,-29706.24621,28290.79391,0.06844546913,4561.890517,1813.859175,0,54614.8615,146473.3039,0.04039072098,290665.0922,21416.13099,0,-19195.15156,2220.979423
436,05ebcbc5-3a8f-4325-b26a-b3d9de9c9306,Residential,R649_1_1,13,275.589345,264.94702,264.94702,43801.66781,43176.08,0,7884.300206,7261.54,3851.35,18997.1852,0,1058147.54,33157.86253,5931.30,4872.58,43961.74854,-18067.89,0.03255438649,-3252.2202,0,0,-3252.2202,51851.51654,0,-13677.39273,0,0,-13677.39273,-3404.452895,0,-612.8015211,-603.696589,0,-1216.49811,387.4850168,-87970.35905,-2577.170842,0,0,-2577.170842,-175.1645877,0,-28.24528976,-1526.757076,0,-1555.002366,12125.93118,-222478.2625,-21.38168435,0,0,-21.38168435,-51267.24837,0.026494702,-9228.104707,0,0,-9228.104707,5216144.456,-38809.30702,0,0,-38809.30702,36960.10929,0.08941961925,5959.817623,2369.690775,0,71350.81669,191357.9852,0.05276788862,379735.3164,27978.80273,0,-25077.23544,2901.56729
437,05eebf34-9484-4295-b825-9cee7975983b,Residential,R435_1_1,54,329.3065875,1098.61292,1098.61292,154489.626,153742.1,0,27808.13267,12777.91,15997.91,56583.94372,0,1861989.952,116948.6468,24594.38,20239.96,161782.9811,-60519.85,0.06629066058,-10893.573,0,0,-10893.573,183078.0036,0,-45813.52645,0,0,-45813.52645,-14116.69373,0,-2541.004872,-2503.250923,0,-5044.255795,1606.721396,-364772.4478,-10686.33715,0,0,-10686.33715,-209.307267,0,-33.75079681,-1824.349061,0,-1858.099858,14489.48985,-265843.2147,-25.54935318,0,0,-25.54935318,-212581.6,0.109861292,-38264.688,0,0,-38264.688,21628941.86,-160924.2712,0,0,-160924.2712,153256.5023,0.3707818605,24712.611,9826.013148,0,295858.8818,793473.1815,0.21880406205,1574586.968,116015.1723,0,-103983.7129,12031.45939
438,06080230-9243-4d3e-83f6-de98413e6d9c,Residential,R768_1_1,8,156.585105,168.07849,168.07849,28927.89819,28572.45,0,5207.021674,4217.86,2370.06,11794.94333,0,614624.649,21898.41893,3762.73,2998.51,28659.6629,-13747.37,0.02592901772,-2474.5266,0,0,-2474.5266,35346.26017,0,-10406.75909,0,0,-10406.75909,-2159.73481,0,-388.7522658,-382.9762309,0,-771.7284967,245.8147916,-55807.10103,-1634.919251,0,0,-1634.919251,-99.52549274,0,-16.0484857,-867.4769959,0,-883.5254816,6889.74462,-126408.3054,-12.14870368,0,0,-12.14870368,-32523.18782,0.016807849,-5854.173807,0,0,-5854.173807,3309045.272,-24620.05318,0,0,-24620.05318,23446.94936,0.05672649038,3780.820583,1503.296951,0,45263.90796,121394.6894,0.03347517191,240898.4958,17749.34066,0,-15908.62908,1840.711583
439,0657a1b6-5a3e-4b70-95ea-193eaeb7c27b,Residential,R349_1_1,10,215.4126375,218.28296,218.28296,39171.53669,38682.55,0,7050.876604,5734.61,2962.58,15748.06039,0,835644.2673,29652.85327,4886.65,3748.14,38287.64041,-18508.4,0.02954880438,-3331.512,0,0,-3331.512,43986.96489,0,-14010.8588,0,0,-14010.8588,-2804.84021,0,-504.8712378,-497.3699209,0,-1002.241159,319.238829,-72476.49121,-2123.264039,0,0,-2123.264039,-136.9162724,0,-22.07774892,-1193.379841,0,-1215.45759,9478.15605,-173898.7017,-16.71285594,0,0,-16.71285594,-42237.75276,0.021828296,-7602.795497,0,0,-7602.795497,4297445.775,-31973.97884,0,0,-31973.97884,30450.47292,0.073670499,4910.138758,1952.326607,0,58784.08244,157654.8679,0.04347409124,312854.0524,23051.008,0,-20660.48216,2390.525836
440,066686f4-0488-48b9-9bde-8bb06f15753c,Residential,R1201_1_1,27,156.3018975,549.92566,549.92566,84601.16531,84246.36,0,15228.20976,6214.25,7998.95,29441.41433,0,905537.643,64043.08214,12311.05,10119.98,86474.11113,-32878.42,0.04690098762,-5918.1156,0,0,-5918.1156,98017.60505,0,-24888.96394,0,0,-24888.96394,-7066.303314,0,-1271.934596,-1253.036343,0,-2524.97094,804.2662778,-182591.8169,-5349.191608,0,0,-5349.191608,-99.34548605,0,-16.01945963,-865.9080345,0,-881.9274941,6877.28349,-126179.6772,-12.12673094,0,0,-12.12673094,-106410.6152,0.054992566,-19153.91074,0,0,-19153.91074,10826661.43,-80552.83571,0,0,-80552.83571,76714.62957,0.1855999103,12370.23402,4918.54471,0,148096.1928,397183.8079,0.10952535333,788180.9522,58072.97458,0,-52050.46372,6022.510865
441,06709376-e394-4a53-8091-1e60b5cc6ae4,Residential,R536_1_1,12,215.7568125,257.02026,257.02026,43814.17796,43324.41,0,7886.552034,5945.08,3555.09,17386.72462,0,866314.4017,33167.33272,5753.85,4497.77,43418.9503,-19997.35,0.03206370284,-3599.523,0,0,-3599.523,50524.81049,0,-15137.99395,0,0,-15137.99395,-3302.597509,0,-594.4675516,-585.6350234,0,-1180.102575,375.8921303,-85338.43693,-2500.066314,0,0,-2500.066314,-137.13503,0,-22.11302359,-1195.28656,0,-1217.399584,9493.29975,-174176.548,-16.73955886,0,0,-16.73955886,-49733.42031,0.025702026,-8952.015656,0,0,-8952.015656,5060086.369,-37648.19917,0,0,-37648.19917,35854.32627,0.08674433775,5781.510111,2298.793695,0,69216.12274,185632.8828,0.05118916398,368374.2876,27141.72499,0,-24326.96761,2814.757377
442,06711cc5-0cf9-4a4d-b127-7be60fb3c3a9,Residential,R909_1_1,25,183.59331,518.52222,518.52222,79126.78681,78710.03,0,14242.82163,6631.08,7406.44,28280.34407,0,966278.3157,59898.97762,11608.03,9370.35,80877.35749,-34047.88,0.04554216596,-6128.6184,0,0,-6128.6184,93033.52193,0,-25774.24516,0,0,-25774.24516,-6662.782896,0,-1199.300921,-1181.481851,0,-2380.782772,758.3387468,-172164.9327,-5043.726652,0,0,-5043.726652,-116.6919078,0,-18.81657014,-1017.101678,0,-1035.918248,8078.10564,-148211.5378,-14.24414359,0,0,-14.24414359,-100334.0496,0.051852222,-18060.12892,0,0,-18060.12892,10208406.21,-75952.87552,0,0,-75952.87552,72333.84969,0.1750012493,11663.83326,4637.671794,0,139639.1772,374502.6734,0.10327092094,743171.9718,54756.72422,0,-49078.12812,5678.596092
443,0682552b-0133-4003-ad6b-6feb1b10f534,Residential,R2112_1_1,2,464.04669,58.11951,58.11951,11629.08599,10575.7,0,2093.235478,10192.49,592.52,12878.24493,0,1485245.094,8803.218092,1301.11,749.63,10853.95332,-5471.766,0.01524723057,-984.91788,0,0,-984.91788,15141.46534,0,-4142.126862,0,0,-4142.126862,-746.810189,0,-134.425834,-132.428551,0,-266.854385,84.99978338,-19297.42091,-565.3353131,0,0,-565.3353131,-294.9480762,0,-47.56037728,-2570.805369,0,-2618.365746,20418.05436,-374616.4472,-36.0032056,0,0,-36.0032056,-11246.12519,0.005811951,-2024.302533,0,0,-2024.302533,1144227.853,-8513.316765,0,0,-8513.316765,8107.671645,0.01961533463,1307.362053,519.8219127,0,15651.71219,41976.8161,0.01157530978,83299.78771,6137.507435,0,-5501.011622,636.4958138
444,069742fa-db35-4294-b147-bfe81d7a5f08,Residential,R1167_1_1,11,85.73004945,220.26318,220.26318,37754.62721,37560.02,0,6795.832898,2981.77,3258.83,13036.43616,0,434502.1141,28580.2528,4930.98,4122.95,37634.18463,-16294.8,0.02968253224,-2933.064,0,0,-2933.064,44323.57625,0,-12335.1636,0,0,-12335.1636,-2830.285167,0,-509.4513301,-501.8819628,0,-1011.333293,322.1349008,-73133.98366,-2142.525872,0,0,-2142.525872,-54.49001943,0,-8.786515633,-474.942018,0,-483.7285336,3772.122176,-69208.30863,-6.651392334,0,0,-6.651392334,-42620.92533,0.022026318,-7671.766559,0,0,-7671.766559,4336431.356,-32264.04047,0,0,-32264.04047,30726.71361,0.07433882325,4954.68257,1970.03773,0,59317.36005,159085.0818,0.04386847963,315692.2027,23260.1222,0,-20847.90999,2412.212216
445,06bfb9c1-7e0b-4420-883a-3db42e1407f8,Residential,R988_1_1,5,104.38422,119.16943,119.16943,22434.39218,22197.44,0,4038.190592,2849.11,1481.29,8368.583644,0,415170.2078,16982.83488,2667.82,1874.07,21524.72171,-10941.12,0.02183295033,-1969.4016,0,0,-1969.4016,26663.75626,0,-8282.42784,0,0,-8282.42784,-1531.27486,0,-275.6294748,-271.5342048,0,-547.1636797,174.2852914,-39567.82584,-1159.175069,0,0,-1159.175069,-66.34661023,0,-10.6983909,-578.2855885,0,-588.9839794,4592.90568,-84267.48101,-8.098681911,0,0,-8.098681911,-23059.28471,0.011916943,-4150.671247,0,0,-4150.671247,2346148.153,-17455.87852,0,0,-17455.87852,16624.13549,0.04021968263,2680.641847,1065.853464,0,32092.59026,86070.12082,0.02373425151,170799.5855,12584.47056,0,-11279.38655,1305.084013
446,0700ed71-6987-42ee-873c-8290d8a9e1b4,Residential,R779_1_1,25,192.311805,511.36804,511.36804,78640.5578,78204.01,0,14155.3004,6779.34,7406.44,28341.07603,0,987881.6941,59530.90225,11447.87,9370.35,80349.12325,-33127.81,0.04522689642,-5963.0058,0,0,-5963.0058,91895.41884,0,-25077.75217,0,0,-25077.75217,-6570.854823,0,-1182.753868,-1165.180652,0,-2347.93452,747.8757585,-169789.5303,-4974.137101,0,0,-4974.137101,-122.2333833,0,-19.71013305,-1065.40189,0,-1085.112023,8461.71942,-155249.8201,-14.92057072,0,0,-14.92057072,-98949.71574,0.051136804,-17810.94883,0,0,-17810.94883,10067558.29,-74904.93482,0,0,-74904.93482,71335.84158,0.1725867135,11502.90445,4573.684683,0,137712.5407,369335.5669,0.10184606636,732918.2433,54001.23208,0,-48400.98499,5600.24709
447,0727fb88-1de5-4e3e-97f3-1c9aa82db0bf,Residential,R510_1_1,70,466.7945925,1411.3457,1411.3457,192984.8237,191925.2,0,34737.26827,17347.43,20738.03,72822.72198,0,2527858.464,146089.5116,31595.45,26236.98,203921.9419,-72373.3,0.07513576246,-13027.194,0,0,-13027.194,230534.1203,0,-54786.5881,0,0,-54786.5881,-18135.17266,0,-3264.33108,-3215.830036,0,-6480.161116,2064.093086,-468609.1128,-13728.32571,0,0,-13728.32571,-296.694643,0,-47.84201118,-2586.02867,0,-2633.870681,20538.96207,-376834.7789,-36.21640247,0,0,-36.21640247,-273095.393,0.14113457,-49157.17073,0,0,-49157.17073,27785868.47,-206733.2125,0,0,-206733.2125,196882.7252,0.4763291738,31747.33943,12623.1006,0,380078.509,1019344.432,0.28108915023,2022811.225,149040.2229,0,-133583.8705,15456.35243
448,07517686-1c91-4180-8810-1cd6a35fd05e,Residential,R1411_1_1,19,330.1281225,394.00964,394.00964,60657.96084,59908.57,0,10918.43295,9100.44,5628.89,25647.763,0,1326111.118,45918.07635,8820.60,7121.47,61860.13961,-25956.05,0.03969935214,-4672.089,0,0,-4672.089,73060.42198,0,-19648.72985,0,0,-19648.72985,-5062.850904,0,-911.3131627,-897.77298,0,-1809.086143,576.2390985,-130823.0208,-3832.578134,0,0,-3832.578134,-209.8294347,0,-33.83499634,-1828.900341,0,-1862.735338,14525.63739,-266506.425,-25.61309223,0,0,-25.61309223,-76240.86534,0.039400964,-13723.35576,0,0,-13723.35576,7757064.787,-57714.33506,0,0,-57714.33506,54964.34478,0.1329782535,8863.000596,3524.029103,0,106107.6648,284573.4625,0.07847250669,564714.3165,41608.009,0,-37293.01243,4314.996572
449,078dd0e4-e739-4391-aa03-ac19296a11ef,Residential,R154_1_1,11,176.23674,236.67859,236.67859,38579.3074,38179.25,0,6944.275332,4996.33,3258.83,15199.44053,0,728063.0525,29204.5357,5298.47,4122.95,38625.9553,-17004.31,0.03076872373,-3060.7758,0,0,-3060.7758,47103.58338,0,-12872.26267,0,0,-12872.26267,-3041.21598,0,-547.4188763,-539.2853917,0,-1086.704268,346.1424379,-78584.39224,-2302.200497,0,0,-2302.200497,-112.0160719,0,-18.0625916,-976.3464909,0,-994.4090825,7754.41656,-142272.7127,-13.67338184,0,0,-13.67338184,-45797.30717,0.023667859,-8243.51529,0,0,-8243.51529,4659609.741,-34668.56152,0,0,-34668.56152,33016.66331,0.07987902413,5323.936958,2116.857443,0,63738.06616,170941.1116,0.04713783713,339219.5891,24993.61412,0,-22401.62854,2591.985578
450,07a70b4d-b1a7-4663-9000-cdfe98c0363e,Residential,R758_1_1,72,289.5404925,1459.61182,729.80591,208819.9569,208162.7,0,37587.59225,13823.68,21330.54,72741.81451,0,2014379.93,158076.7074,32675.97,26986.61,217739.2875,-83975.6,0.1080596805,-15115.608,0,0,-15115.608,188195.1735,0,-63569.5292,0,0,-63569.5292,-18755.37112,0,-3375.966801,-3325.807088,0,-6701.773889,2134.682287,-484634.9126,-14197.81594,0,0,-14197.81594,-184.031937,0,-29.67514985,-1604.046034,0,-1633.721184,12739.78167,-233740.77,-22.46408843,0,0,-22.46408843,-141217.4436,0.072980591,-25419.13985,0,0,-25419.13985,14368053.85,-106901.6048,0,0,-106901.6048,101807.9244,0.2463094946,16416.52782,6527.396808,0,196538.3408,527102.3185,0.14535101009,1045994.321,77068.5988,0,-69076.12938,7992.469423
451,0811737f-60dd-410f-99a7-60914f0081ef,Residential,R1746_1_1,20,131.5770716,408.89942,204.44971,68269.77995,67971.1,0,12288.56039,4947.88,5925.15,23161.58784,0,721002.1777,51680.22342,9153.93,7496.28,68330.43454,-32015.29,0.05719436476,-5762.7522,0,0,-5762.7522,65233.28054,0,-24235.57453,0,0,-24235.57453,-5254.17804,0,-945.7520472,-931.7001757,0,-1877.452223,598.0154018,-135766.8744,-3977.412776,0,0,-3977.412776,-83.63038671,0,-13.48539986,-728.9332073,0,-742.4186072,5789.39115,-106219.7752,-10.20844769,0,0,-10.20844769,-39561.01889,0.020444971,-7120.983399,0,0,-7120.983399,4025103.666,-29947.6913,0,0,-29947.6913,28520.73455,0.06900177713,4598.968445,1828.601778,0,55058.75771,147663.803,0.04071900687,293027.5469,21590.19605,0,-19351.16505,2239.030999
452,0826c608-14ad-4597-b5f4-60872e11e8f8,Residential,R1624_1_1,13,23.70603401,261.31226,261.31226,44177.3327,44123.52,0,7951.919885,1875.45,3851.35,13678.71969,0,273289.9528,33442.24085,5849.93,4872.58,44164.75638,-19000.25,0.03233031147,-3420.045,0,0,-3420.045,51243.59448,0,-14383.18925,0,0,-14383.18925,-3357.747825,0,-604.3946085,-595.4145852,0,-1199.809194,382.1691803,-86763.50969,-2541.815103,0,0,-2541.815103,-15.06755522,0,-2.429643279,-131.3307493,0,-133.7603926,1043.065496,-19137.44981,-1.839239962,0,0,-1.839239962,-50563.92231,0.026131226,-9101.506016,0,0,-9101.506016,5144585.119,-38276.88919,0,0,-38276.88919,36453.06027,0.08819288775,5878.055969,2337.181418,0,70371.9678,188732.7798,0.05204397555,374525.7966,27594.96662,0,-24733.20541,2861.761215
453,083ee0a5-76c0-41ef-8929-549aeb2686d5,Residential,R1041_1_1,1,24.82809587,25.8302,25.8302,4865.035778,4808.676,0,875.70644,664.48,296.26,1836.44544,0,96827.90534,3682.832084,578.25,374.81,4635.900441,-2341.604,0.01016468396,-421.48872,0,0,-421.48872,8304.041087,0,-1772.594228,0,0,-1772.594228,-331.9067305,0,-59.7432115,-58.85555396,0,-118.5987655,37.7766675,-8576.401306,-251.253395,0,0,-251.253395,-15.78073773,0,-2.54464396,-137.5469399,0,-140.0915838,1092.436218,-20043.26992,-1.926295478,0,0,-1.926295478,-4998.1437,0.00258302,-899.665866,0,0,-899.665866,508532.0625,-3783.594781,0,0,-3783.594781,3603.3129,0.0087176925,581.0342051,231.02576,0,6956.129815,18655.86195,0.00514444404,37021.13415,2727.707865,0,-2444.82843,282.8794353
454,08584213-6610-4a79-9dc0-8ca379afe95f,Residential,R1504_1_1,22,152.4886582,444.37476,444.37476,69766.53925,69420.39,0,12557.97707,5579.49,6517.67,24655.12924,0,813040.0261,52813.27022,9948.11,8245.91,71007.28707,-29997.44,0.04216039658,-5399.5392,0,0,-5399.5392,81184.88127,0,-22708.06208,0,0,-22708.06208,-5710.020585,0,-1027.803705,-1012.53272,0,-2040.336425,649.8980865,-147545.7516,-4322.485583,0,0,-4322.485583,-96.92179115,0,-15.62863882,-844.782798,0,-860.4114368,6709.500961,-123101.3185,-11.83087959,0,0,-11.83087959,-85986.51606,0.044437476,-15477.57289,0,0,-15477.57289,8748628.087,-65091.79266,0,0,-65091.79266,61990.27902,0.1499764815,9995.932492,3974.495616,0,119671.1027,320949.6704,0.08850342172,636900.1248,46926.64122,0,-42060.07103,4866.570184
455,0864ab6c-7e0f-4b0a-af02-390f883f8574,Residential,R57_1_1,7,134.0250196,144.63708,144.63708,25006.97679,24702.74,0,4501.255823,3614.23,2073.80,10189.29123,0,526664.1752,18930.28143,3237.95,2623.70,24791.9343,-12009.62,0.02405303141,-2161.7316,0,0,-2161.7316,31225.38591,0,-9091.28234,0,0,-9091.28234,-1858.522982,0,-334.5341368,-329.5636684,0,-664.0978052,211.5317295,-48023.84967,-1406.901898,0,0,-1406.901898,-85.18630246,0,-13.73629127,-742.4947691,0,-756.2310604,5897.100862,-108195.9591,-10.39837249,0,0,-10.39837249,-27987.27498,0.014463708,-5037.709496,0,0,-5037.709496,2847542.513,-21186.36716,0,0,-21186.36716,20176.87266,0.0488150145,3253.520716,1293.63657,0,38951.08456,104464.131,0.02880648867,207301.0949,15273.8926,0,-13689.89962,1583.992982
456,08767555-ff18-4f6e-be99-c70fb3fff0cd,Residential,R1639_1_1,20,127.74723,400.10071,400.10071,61932.42621,61642.44,0,11147.83672,4820.13,5925.15,21893.11864,0,702387.1654,46882.84664,8956.96,7496.28,63336.08319,-24339.03,0.04000503518,-4381.0254,0,0,-4381.0254,74046.72045,0,-18424.64571,0,0,-18424.64571,-5141.118479,0,-925.4013263,-911.6518234,0,-1837.05315,585.1472884,-132845.4387,-3891.826689,0,0,-3891.826689,-81.19613939,0,-13.09287748,-707.7159946,0,-720.808872,5620.87812,-103128.0138,-9.91130825,0,0,-9.91130825,-77419.48739,0.040010071,-13935.50773,0,0,-13935.50773,7876982.728,-58606.55195,0,0,-58606.55195,55814.04905,0.1350339896,9000.015409,3578.507739,0,107748.0034,288972.7378,0.07968562811,573444.3426,42251.23513,0,-37869.5322,4381.702926
457,0877bc44-f5c7-40b4-95e7-21d7b8e5586f,Residential,R486_1_1,13,217.4484525,263.43689,263.43689,43327.06799,42833.46,0,7798.872238,6014.78,3851.35,17664.99619,0,876470.1575,32798.59047,5897.50,4872.58,43568.66957,-19178.24,0.03246147809,-3452.0832,0,0,-3452.0832,51599.03107,0,-14517.92768,0,0,-14517.92768,-3385.048388,0,-609.3087098,-600.2556734,0,-1209.564383,385.2764516,-87468.95059,-2562.481629,0,0,-2562.481629,-138.2102364,0,-22.28640062,-1204.658197,0,-1226.944598,9567.73191,-175542.1781,-16.87080527,0,0,-16.87080527,-50975.03822,0.026343689,-9175.506879,0,0,-9175.506879,5186413.772,-38588.10393,0,0,-38588.10393,36749.44616,0.08890995038,5925.848192,2356.184146,0,70944.13535,190267.2938,0.05246712521,377570.9226,27819.33074,0,-24934.30164,2885.029101
458,089b19de-1cc0-42bf-9e80-7fb27c0b3645,Residential,R1919_1_1,30,147.4075725,611.74683,611.74683,88301.60519,87966.99,0,15894.28893,6348.93,8887.73,31130.94263,0,925162.6517,66844.31513,13695.03,11244.42,91783.7615,-35720.56,0.04946703266,-6429.7008,0,0,-6429.7008,107778.6962,0,-27040.46392,0,0,-27040.46392,-7860.678209,0,-1414.922078,-1393.899334,0,-2808.821411,894.6797389,-203118.3,-5950.533404,0,0,-5950.533404,-93.69225308,0,-15.10787581,-816.6337288,0,-831.7416046,6485.93319,-118999.4505,-11.43666199,0,0,-11.43666199,-118373.0116,0.061174683,-21307.14209,0,0,-21307.14209,12043765.72,-89608.36978,0,0,-89608.36978,85338.68279,0.2064645551,13760.8626,5471.474334,0,164744.7702,441834.148,0.12183790024,876786.1441,64601.38287,0,-57901.83746,6699.545409
459,08edd587-da98-40b6-9c30-5044a69aed8f,Residential,R766_1_1,16,311.33958,325.63367,325.63367,51540.88085,50834.14,0,9277.358552,8341.53,4740.12,22359.01082,0,1215523.827,39016.4468,7289.88,5997.02,52303.35197,-22712.22,0.03609064533,-4088.1996,0,0,-4088.1996,61906.25615,0,-17193.15054,0,0,-17193.15054,-4184.249706,0,-753.1649471,-741.9745119,0,-1495.139459,476.2392424,-108120.1475,-3167.477028,0,0,-3167.477028,-197.887437,0,-31.90934922,-1724.812354,0,-1756.721703,13698.94152,-251338.7766,-24.15537736,0,0,-24.15537736,-63010.11515,0.032563367,-11341.82073,0,0,-11341.82073,6410912.878,-47698.65716,0,0,-47698.65716,45425.89697,0.1099013636,7324.925886,2912.473233,0,87693.86534,235188.9182,0.06485448008,466714.4575,34387.404,0,-30821.22687,3566.177137
460,08f4b2e3-5e80-49ce-9422-a86aaf19bedd,Residential,R1525_1_1,21,108.6403425,436.49023,436.49023,65135.70358,64889.09,0,11724.42664,4603.84,6221.41,22549.67288,0,670869.0328,49307.72761,9771.60,7871.09,66950.42142,-27374.71,0.0417846972,-4927.4478,0,0,-4927.4478,79917.46598,0,-20722.65547,0,0,-20722.65547,-5608.707836,0,-1009.567411,-994.5673779,0,-2004.134788,638.3669614,-144927.8511,-4245.791832,0,0,-4245.791832,-69.05180169,0,-11.13460302,-601.8643852,0,-612.9989882,4780.17507,-87703.37125,-8.428894488,0,0,-8.428894488,-84460.85951,0.043649023,-15202.95471,0,0,-15202.95471,8593401.403,-63936.87065,0,0,-63936.87065,60890.38709,0.1473154526,9818.574917,3903.976242,0,117547.7814,315255.0686,0.08693310777,625599.6221,46094.02302,0,-41313.80027,4780.222754
461,090ded14-5b61-472c-b4bf-4af0b0f620d0,Residential,R650_1_1,73,106.9708639,1467.45956,209.63708,251043.9239,250801.1,0,45187.90629,9974.72,21626.80,76789.42263,0,1453510.942,190040.2504,32851.66,27361.42,250253.3299,-108662.4,0.2027038916,-19559.232,0,0,-19559.232,186724.9314,0,-82257.4368,0,0,-82257.4368,-18856.21113,0,-3394.118004,-3343.688602,0,-6737.806605,2146.159607,-487240.5977,-14274.15183,0,0,-14274.15183,-67.99068109,0,-10.96349733,-592.6155216,0,-603.5790189,4706.718012,-86355.63156,-8.299367476,0,0,-8.299367476,-40564.77498,0.020963708,-7301.659496,0,0,-7301.659496,4127230.013,-30707.53466,0,0,-30707.53466,29244.37266,0.0707525145,4715.655091,1874.997706,0,56455.72789,151410.381,0.04175214384,300462.3449,22137.9901,0,-19842.14962,2295.840482
